Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2014,MALE,BLACK NON HISPANIC,Justin,43,31
2014,MALE,BLACK NON HISPANIC,Mohamed,43,31
2014,MALE,BLACK NON HISPANIC,James,41,32
2014,MALE,BLACK NON HISPANIC,Jordan,40,33
2014,MALE,BLACK NON HISPANIC,Zion,40,33
2014,MALE,BLACK NON HISPANIC,Cameron,38,34
2014,MALE,BLACK NON HISPANIC,Anthony,37,35
2014,MALE,BLACK NON HISPANIC,Emmanuel,37,35
2014,MALE,BLACK NON HISPANIC,Jayceon,36,36
2014,MALE,BLACK NON HISPANIC,Zachary,36,36
2014,MALE,BLACK NON HISPANIC,Karter,35,37
2014,MALE,BLACK NON HISPANIC,Aaron,34,38
2014,MALE,BLACK NON HISPANIC,Hunter,33,39
2014,MALE,BLACK NON HISPANIC,Jayce,33,39
2014,MALE,BLACK NON HISPANIC,Kyle,33,39
2014,MALE,BLACK NON HISPANIC,Bryce,32,40
2014,MALE,BLACK NON HISPANIC,Brandon,31,41
2014,MALE,BLACK NON HISPANIC,Amari,30,42
2014,MALE,BLACK NON HISPANIC,Ashton,30,42
2014,MALE,BLACK NON HISPANIC,Kai,30,42
2014,MALE,BLACK NON HISPANIC,Cayden,29,43
2014,MALE,BLACK NON HISPANIC,Joel,29,43
2014,MALE,BLACK NON HISPANIC,Chance,28,44
2014,MALE,BLACK NON HISPANIC,Isaac,28,44
2014,MALE,BLACK NON HISPANIC,Jaden,28,44
2014,MALE,BLACK NON HISPANIC,Kevin,27,45
2014,MALE,BLACK NON HISPANIC,Malik,27,45
2014,MALE,BLACK NON HISPANIC,Avery,23,47
2014,MALE,BLACK NON HISPANIC,Kyrie,23,47
2014,MALE,BLACK NON HISPANIC,Mekhi,23,47
2014,MALE,BLACK NON HISPANIC,Austin,22,48
2014,MALE,BLACK NON HISPANIC,Ibrahim,22,48
2014,MALE,BLACK NON HISPANIC,Jaiden,21,49
2014,MALE,BLACK NON HISPANIC,Omar,21,49
2014,MALE,BLACK NON HISPANIC,Prince,21,49
2014,MALE,BLACK NON HISPANIC,Sebastian,21,49
2014,MALE,BLACK NON HISPANIC,Brian,20,50
2014,MALE,BLACK NON HISPANIC,Eli,20,50
2014,MALE,BLACK NON HISPANIC,John,20,50
2014,MALE,BLACK NON HISPANIC,Kaden,20,50
2014,MALE,BLACK NON HISPANIC,Kaleb,20,50
2014,MALE,BLACK NON HISPANIC,Lucas,20,50
2014,MALE,BLACK NON HISPANIC,Zaire,20,50
2014,MALE,BLACK NON HISPANIC,Jaylen,19,51
2014,MALE,BLACK NON HISPANIC,Sincere,19,51
2014,MALE,BLACK NON HISPANIC,Caiden,18,52
2014,MALE,BLACK NON HISPANIC,Julian,18,52
2014,MALE,BLACK NON HISPANIC,Kareem,18,52
2014,MALE,BLACK NON HISPANIC,Marcus,18,52
2014,MALE,BLACK NON HISPANIC,Aden,17,53
2014,MALE,BLACK NON HISPANIC,Blake,17,53
2014,MALE,BLACK NON HISPANIC,Bryson,17,53
2014,MALE,BLACK NON HISPANIC,Julius,17,53
2014,MALE,BLACK NON HISPANIC,Kristian,17,53
2014,MALE,BLACK NON HISPANIC,Alpha,16,54
2014,MALE,BLACK NON HISPANIC,Kingston,16,54
2014,MALE,BLACK NON HISPANIC,Major,16,54
2014,MALE,BLACK NON HISPANIC,Moussa,16,54
2014,MALE,BLACK NON HISPANIC,Nolan,16,54
2014,MALE,BLACK NON HISPANIC,Preston,16,54
2014,MALE,BLACK NON HISPANIC,Richard,16,54
2014,MALE,BLACK NON HISPANIC,Amadou,15,55
2014,MALE,BLACK NON HISPANIC,Bradley,15,55
2014,MALE,BLACK NON HISPANIC,Bryan,15,55
2014,MALE,BLACK NON HISPANIC,Elias,15,55
2014,MALE,BLACK NON HISPANIC,Ezekiel,15,55
2014,MALE,BLACK NON HISPANIC,Giovanni,15,55
2014,MALE,BLACK NON HISPANIC,Quincy,15,55
2014,MALE,BLACK NON HISPANIC,Dominic,14,56
2014,MALE,BLACK NON HISPANIC,Oumar,14,56
2014,MALE,BLACK NON HISPANIC,Riley,14,56
2014,MALE,BLACK NON HISPANIC,Zahir,14,56
2014,MALE,BLACK NON HISPANIC,Zaiden,14,56
2014,MALE,BLACK NON HISPANIC,Abraham,13,57
2014,MALE,BLACK NON HISPANIC,Carmelo,13,57
2014,MALE,BLACK NON HISPANIC,Ibrahima,13,57
2014,MALE,BLACK NON HISPANIC,Khalil,13,57
2014,MALE,BLACK NON HISPANIC,Luke,13,57
2014,MALE,BLACK NON HISPANIC,Miles,13,57
2014,MALE,BLACK NON HISPANIC,Noel,13,57
2014,MALE,BLACK NON HISPANIC,Omari,13,57
2014,MALE,BLACK NON HISPANIC,Robert,13,57
2014,MALE,BLACK NON HISPANIC,Sean,13,57
2014,MALE,BLACK NON HISPANIC,Zayden,13,57
2014,MALE,BLACK NON HISPANIC,Jamar,12,58
2014,MALE,BLACK NON HISPANIC,Jaxon,12,58
2014,MALE,BLACK NON HISPANIC,Kamari,12,58
2014,MALE,BLACK NON HISPANIC,Mohammed,12,58
2014,MALE,BLACK NON HISPANIC,Mouhamed,12,58
2014,MALE,BLACK NON HISPANIC,Princeton,12,58
2014,MALE,BLACK NON HISPANIC,Abdoul,11,59
2014,MALE,BLACK NON HISPANIC,Adonis,11,59
2014,MALE,BLACK NON HISPANIC,Greyson,11,59
2014,MALE,BLACK NON HISPANIC,Jayson,11,59
2014,MALE,BLACK NON HISPANIC,Landon,11,59
2014,MALE,BLACK NON HISPANIC,Thomas,11,59
2014,MALE,BLACK NON HISPANIC,Timothy,11,59
2014,MALE,BLACK NON HISPANIC,Ahmed,10,60
2014,MALE,BLACK NON HISPANIC,Ali,10,60
2014,MALE,BLACK NON HISPANIC,Amare,10,60
2014,MALE,BLACK NON HISPANIC,Angel,10,60
2014,MALE,BLACK NON HISPANIC,Caden,10,60
2014,MALE,BLACK NON HISPANIC,Calvin,10,60
2014,MALE,BLACK NON HISPANIC,Darren,10,60
2014,MALE,BLACK NON HISPANIC,Donovan,10,60
2014,MALE,BLACK NON HISPANIC,Ezra,10,60
2014,MALE,BLACK NON HISPANIC,Justice,10,60
2014,MALE,BLACK NON HISPANIC,Lorenzo,10,60
2014,MALE,BLACK NON HISPANIC,Roman,10,60
2014,MALE,BLACK NON HISPANIC,Savion,10,60
2014,MALE,BLACK NON HISPANIC,Seth,10,60
2014,MALE,BLACK NON HISPANIC,Steven,10,60
2014,MALE,BLACK NON HISPANIC,Wyatt,10,60
2014,MALE,BLACK NON HISPANIC,Zamir,10,60
2014,MALE,BLACK NON HISPANIC,Zane,10,60
2014,MALE,HISPANIC,Liam,312,1
2014,MALE,HISPANIC,Dylan,292,2
2014,MALE,HISPANIC,Jayden,266,4
2014,MALE,HISPANIC,Matthew,257,6
2014,MALE,HISPANIC,Sebastian,241,7
2014,MALE,HISPANIC,Angel,194,10
2014,MALE,HISPANIC,Lucas,187,11
2014,MALE,HISPANIC,Mason,184,12
2014,MALE,HISPANIC,Michael,174,13
2014,MALE,HISPANIC,David,167,14
2014,MALE,HISPANIC,Aiden,165,15
2014,MALE,HISPANIC,Christopher,156,16
2014,MALE,HISPANIC,Anthony,152,17
2014,MALE,HISPANIC,Adrian,140,18
2014,MALE,HISPANIC,Gabriel,138,19
2014,MALE,HISPANIC,Brandon,131,20
2014,MALE,HISPANIC,Aaron,129,21
2014,MALE,HISPANIC,Justin,125,22
2014,MALE,HISPANIC,Elijah,119,23
2014,MALE,HISPANIC,Kevin,117,24
2014,MALE,HISPANIC,Joseph,114,25
2014,MALE,HISPANIC,Ian,112,27
2014,MALE,HISPANIC,Logan,107,29
2014,MALE,HISPANIC,Ryan,102,32
2014,MALE,HISPANIC,Jose,100,33
2014,MALE,HISPANIC,James,99,34
2014,MALE,HISPANIC,Jeremiah,98,35
2014,MALE,HISPANIC,Luis,98,35
2014,MALE,HISPANIC,Ayden,91,36
2014,MALE,HISPANIC,Christian,90,37
2014,MALE,HISPANIC,Elias,89,38
2014,MALE,HISPANIC,Isaac,89,38
2014,MALE,HISPANIC,Andrew,88,39
2014,MALE,HISPANIC,Carlos,86,40
2014,MALE,HISPANIC,Bryan,83,41
2014,MALE,HISPANIC,Xavier,83,41
2014,MALE,HISPANIC,Samuel,78,43
2014,MALE,HISPANIC,Joel,76,44
2014,MALE,HISPANIC,Steven,74,45
2014,MALE,HISPANIC,Jason,70,46
2014,MALE,HISPANIC,Jesus,67,48
2014,MALE,HISPANIC,Alex,66,49
2014,MALE,HISPANIC,John,66,49
2014,MALE,HISPANIC,Juan,66,49
2014,MALE,HISPANIC,Mateo,66,49
2014,MALE,HISPANIC,Emmanuel,64,50
2014,MALE,HISPANIC,Miguel,64,50
2014,MALE,HISPANIC,Alan,62,52
2014,MALE,HISPANIC,Diego,62,52
2014,MALE,HISPANIC,Leonardo,61,53
2014,MALE,HISPANIC,Kayden,59,54
2014,MALE,HISPANIC,Santiago,59,54
2014,MALE,HISPANIC,William,59,54
2014,MALE,HISPANIC,Alejandro,55,55
2014,MALE,HISPANIC,Erick,55,55
2014,MALE,HISPANIC,Derek,54,56
2014,MALE,HISPANIC,Nathaniel,53,57
2014,MALE,HISPANIC,Axel,52,58
2014,MALE,HISPANIC,Victor,52,58
2014,MALE,HISPANIC,Adam,51,59
2014,MALE,HISPANIC,Damian,49,60
2014,MALE,HISPANIC,Evan,49,60
2014,MALE,HISPANIC,Iker,49,60
2014,MALE,HISPANIC,Nicolas,49,60
2014,MALE,HISPANIC,Isaiah,47,61
2014,MALE,HISPANIC,Julius,46,62
2014,MALE,HISPANIC,Oliver,45,63
2014,MALE,HISPANIC,Jaden,43,65
2014,MALE,HISPANIC,Caleb,42,66
2014,MALE,HISPANIC,Giovanni,42,66
2014,MALE,HISPANIC,Edwin,41,67
2014,MALE,HISPANIC,Jake,41,67
2014,MALE,HISPANIC,Alexis,40,68
2014,MALE,HISPANIC,Tyler,40,68
2014,MALE,HISPANIC,Austin,39,69
2014,MALE,HISPANIC,Eli,39,69
2014,MALE,HISPANIC,Gael,38,70
2014,MALE,HISPANIC,Thiago,37,71
2014,MALE,HISPANIC,Edward,35,73
2014,MALE,HISPANIC,Jayce,35,73
2014,MALE,HISPANIC,Josue,35,73
2014,MALE,HISPANIC,Tristan,35,73
2014,MALE,HISPANIC,Adriel,34,74
2014,MALE,HISPANIC,Abraham,33,75
2014,MALE,HISPANIC,Andy,33,75
2014,MALE,HISPANIC,Cristian,33,75
2014,MALE,HISPANIC,Hunter,33,75
2014,MALE,HISPANIC,Matias,32,76
2014,MALE,HISPANIC,Milan,32,76
2014,MALE,HISPANIC,Noel,31,77
2014,MALE,HISPANIC,Andres,30,78
2014,MALE,HISPANIC,Robert,30,78
2014,MALE,HISPANIC,Henry,29,79
2014,MALE,HISPANIC,Jorge,29,79
2014,MALE,HISPANIC,Dariel,28,80
2014,MALE,HISPANIC,Maximus,28,80
2014,MALE,HISPANIC,Eric,27,81
2014,MALE,HISPANIC,Zachary,27,81
2014,MALE,HISPANIC,Brian,26,82
2014,MALE,HISPANIC,Fernando,26,82
2014,MALE,HISPANIC,Ismael,26,82
2014,MALE,HISPANIC,King,26,82
2014,MALE,HISPANIC,Oscar,26,82
2014,MALE,HISPANIC,Jared,25,83
2014,MALE,HISPANIC,Manuel,25,83
2014,MALE,HISPANIC,Aidan,24,84
2014,MALE,HISPANIC,Emanuel,24,84
2014,MALE,HISPANIC,Kenneth,24,84
2014,MALE,HISPANIC,Avery,23,85
2014,MALE,HISPANIC,Cesar,23,85
2014,MALE,HISPANIC,Johan,23,85
2014,MALE,HISPANIC,Riley,23,85
2014,MALE,HISPANIC,Emilio,22,86
2014,MALE,HISPANIC,Jean,22,86
2014,MALE,HISPANIC,Leo,22,86
2014,MALE,HISPANIC,Roberto,22,86
2014,MALE,HISPANIC,Charles,21,87
2014,MALE,HISPANIC,Chase,21,87
2014,MALE,HISPANIC,Jackson,21,87
2014,MALE,HISPANIC,Jay,21,87
2014,MALE,HISPANIC,Joaquin,21,87
2014,MALE,HISPANIC,George,20,88
2014,MALE,HISPANIC,Kaiden,20,88
2014,MALE,HISPANIC,Marco,20,88
2014,MALE,HISPANIC,Rafael,20,88
2014,MALE,HISPANIC,Amir,19,89
2014,MALE,HISPANIC,Brayan,19,89
2014,MALE,HISPANIC,Cameron,19,89
2014,MALE,HISPANIC,Carter,19,89
2014,MALE,HISPANIC,Eduardo,19,89
2014,MALE,HISPANIC,Elian,19,89
2014,MALE,HISPANIC,Prince,19,89
2014,MALE,HISPANIC,Gavin,18,90
2014,MALE,HISPANIC,Hector,18,90
2014,MALE,HISPANIC,Jeffrey,18,90
2014,MALE,HISPANIC,Luca,18,90
2014,MALE,HISPANIC,Lukas,18,90
2014,MALE,HISPANIC,Mathew,18,90
2014,MALE,HISPANIC,Anderson,17,91
2014,MALE,HISPANIC,Brayden,17,91
2014,MALE,HISPANIC,Chris,17,91
2014,MALE,HISPANIC,Danny,17,91
2014,MALE,HISPANIC,Enzo,17,91
2014,MALE,HISPANIC,Jefferson,17,91
2014,MALE,HISPANIC,Johnny,17,91
2014,MALE,HISPANIC,Lorenzo,17,91
2014,MALE,HISPANIC,Luke,17,91
2014,MALE,HISPANIC,Messiah,17,91
2014,MALE,HISPANIC,Peter,17,91
2014,MALE,HISPANIC,Raymond,17,91
2014,MALE,HISPANIC,Damien,16,92
2014,MALE,HISPANIC,Dominick,16,92
2014,MALE,HISPANIC,Jayson,16,92
2014,MALE,HISPANIC,Kaleb,16,92
2014,MALE,HISPANIC,Mathias,16,92
2014,MALE,HISPANIC,Pablo,16,92
2014,MALE,HISPANIC,Saul,16,92
2014,MALE,HISPANIC,Sergio,16,92
2014,MALE,HISPANIC,Timothy,16,92
2014,MALE,HISPANIC,Albert,15,93
2014,MALE,HISPANIC,Julio,15,93
2014,MALE,HISPANIC,Landon,15,93
2014,MALE,HISPANIC,Yadiel,15,93
2014,MALE,HISPANIC,Yahir,15,93
2014,MALE,HISPANIC,Yandel,15,93
2014,MALE,HISPANIC,Bruce,14,94
2014,MALE,HISPANIC,Hudson,14,94
2014,MALE,HISPANIC,Jaiden,14,94
2014,MALE,HISPANIC,Junior,14,94
2014,MALE,HISPANIC,Kenny,14,94
2014,MALE,HISPANIC,Kyle,14,94
2014,MALE,HISPANIC,Levi,14,94
2014,MALE,HISPANIC,Marcos,14,94
2014,MALE,HISPANIC,Maximiliano,14,94
2014,MALE,HISPANIC,Romeo,14,94
2014,MALE,HISPANIC,Alberto,13,95
2014,MALE,HISPANIC,Allan,13,95
2014,MALE,HISPANIC,Armani,13,95
2014,MALE,HISPANIC,Ashton,13,95
2014,MALE,HISPANIC,Bryant,13,95
2014,MALE,HISPANIC,Bryce,13,95
2014,MALE,HISPANIC,Esteban,13,95
2014,MALE,HISPANIC,Felix,13,95
2014,MALE,HISPANIC,Jael,13,95
2014,MALE,HISPANIC,Jayceon,13,95
2014,MALE,HISPANIC,Jonas,13,95
2014,MALE,HISPANIC,Kai,13,95
2014,MALE,HISPANIC,Leon,13,95
2014,MALE,HISPANIC,Max,13,95
2014,MALE,HISPANIC,Miles,13,95
2014,MALE,HISPANIC,Zayden,13,95
2014,MALE,HISPANIC,Dean,12,96
2014,MALE,HISPANIC,Devin,12,96
2014,MALE,HISPANIC,Ezra,12,96
2014,MALE,HISPANIC,Jonah,12,96
2014,MALE,HISPANIC,Kendrick,12,96
2014,MALE,HISPANIC,Marcelo,12,96
2014,MALE,HISPANIC,Nelson,12,96
2014,MALE,HISPANIC,Pedro,12,96
2014,MALE,HISPANIC,Randy,12,96
2014,MALE,HISPANIC,Rodrigo,12,96
2014,MALE,HISPANIC,Steve,12,96
2014,MALE,HISPANIC,Yariel,12,96
2014,MALE,HISPANIC,Darwin,11,97
2014,MALE,HISPANIC,Emiliano,11,97
2014,MALE,HISPANIC,Gerardo,11,97
2014,MALE,HISPANIC,Jaxson,11,97
2014,MALE,HISPANIC,Leandro,11,97
2014,MALE,HISPANIC,Leonidas,11,97
2014,MALE,HISPANIC,Louis,11,97
2014,MALE,HISPANIC,Maximilian,11,97
2014,MALE,HISPANIC,Melvin,11,97
2014,MALE,HISPANIC,Mike,11,97
2014,MALE,HISPANIC,Myles,11,97
2014,MALE,HISPANIC,Owen,11,97
2014,MALE,HISPANIC,Ruben,11,97
2014,MALE,HISPANIC,Skyler,11,97
2014,MALE,HISPANIC,Theodore,11,97
2014,MALE,HISPANIC,Adan,10,98
2014,MALE,HISPANIC,Derick,10,98
2014,MALE,HISPANIC,Ezekiel,10,98
2014,MALE,HISPANIC,Fabian,10,98
2014,MALE,HISPANIC,Grayson,10,98
2014,MALE,HISPANIC,Gregory,10,98
2014,MALE,HISPANIC,Kaden,10,98
2014,MALE,HISPANIC,Maddox,10,98
2014,MALE,HISPANIC,Marvin,10,98
2014,MALE,HISPANIC,Misael,10,98
2014,MALE,HISPANIC,Moises,10,98
2014,MALE,HISPANIC,Orlando,10,98
2014,MALE,HISPANIC,Sean,10,98
2014,MALE,HISPANIC,Walter,10,98
2014,MALE,WHITE NON HISPANIC,Jacob,256,5
2014,MALE,WHITE NON HISPANIC,James,195,11
2014,MALE,WHITE NON HISPANIC,Adam,191,12
2014,MALE,WHITE NON HISPANIC,Henry,176,14
2014,MALE,WHITE NON HISPANIC,Abraham,172,15
2014,MALE,WHITE NON HISPANIC,John,158,17
2014,MALE,WHITE NON HISPANIC,Ethan,149,18
2014,MALE,WHITE NON HISPANIC,Liam,139,19
2014,MALE,WHITE NON HISPANIC,Ryan,138,20
2014,MALE,WHITE NON HISPANIC,Matthew,131,22
2014,MALE,WHITE NON HISPANIC,Chaim,130,23
2014,MALE,WHITE NON HISPANIC,Theodore,126,24
2014,MALE,WHITE NON HISPANIC,Thomas,118,27
2014,MALE,WHITE NON HISPANIC,Leo,108,31
2014,MALE,WHITE NON HISPANIC,Eli,103,33
2014,MALE,WHITE NON HISPANIC,Sebastian,100,34
2014,MALE,WHITE NON HISPANIC,Luke,99,35
2014,MALE,WHITE NON HISPANIC,Dylan,94,36
2014,MALE,WHITE NON HISPANIC,Luca,94,36
2014,MALE,WHITE NON HISPANIC,Mason,94,36
2014,MALE,WHITE NON HISPANIC,Mordechai,92,37
2014,MALE,WHITE NON HISPANIC,Aaron,90,39
2014,MALE,WHITE NON HISPANIC,Zachary,90,39
2014,MALE,WHITE NON HISPANIC,Owen,87,40
2014,MALE,WHITE NON HISPANIC,Yehuda,86,41
2014,MALE,WHITE NON HISPANIC,Yisroel,83,43
2014,MALE,WHITE NON HISPANIC,Nathan,82,44
2014,MALE,WHITE NON HISPANIC,Aiden,78,45
2014,MALE,WHITE NON HISPANIC,Christopher,76,46
2014,MALE,WHITE NON HISPANIC,Jonathan,75,47
2014,MALE,WHITE NON HISPANIC,Asher,72,48
2014,MALE,WHITE NON HISPANIC,Joshua,68,49
2014,MALE,WHITE NON HISPANIC,Robert,67,50
2014,MALE,WHITE NON HISPANIC,Meir,66,51
2014,MALE,WHITE NON HISPANIC,Yitzchok,66,51
2014,MALE,WHITE NON HISPANIC,George,65,52
2014,MALE,WHITE NON HISPANIC,Mark,61,55
2014,MALE,WHITE NON HISPANIC,Evan,58,56
2014,MALE,WHITE NON HISPANIC,Hudson,58,56
2014,MALE,WHITE NON HISPANIC,Miles,56,58
2014,MALE,WHITE NON HISPANIC,Avraham,55,59
2014,MALE,WHITE NON HISPANIC,Shlomo,55,59
2014,MALE,WHITE NON HISPANIC,Sean,53,61
2014,MALE,WHITE NON HISPANIC,Eliezer,52,62
2014,MALE,WHITE NON HISPANIC,Solomon,51,63
2014,MALE,WHITE NON HISPANIC,Gavin,50,64
2014,MALE,WHITE NON HISPANIC,Jason,49,65
2014,MALE,WHITE NON HISPANIC,Mohamed,49,65
2014,MALE,WHITE NON HISPANIC,Patrick,49,65
2014,MALE,WHITE NON HISPANIC,Simon,49,65
2014,MALE,WHITE NON HISPANIC,Tzvi,49,65
2014,MALE,WHITE NON HISPANIC,Zev,49,65
2014,MALE,WHITE NON HISPANIC,Nathaniel,47,66
2014,MALE,WHITE NON HISPANIC,Yaakov,46,67
2014,MALE,WHITE NON HISPANIC,Ezra,45,68
2014,MALE,WHITE NON HISPANIC,Jonah,45,68
2014,MALE,WHITE NON HISPANIC,Maxwell,45,68
2014,MALE,WHITE NON HISPANIC,Yakov,45,68
2014,MALE,WHITE NON HISPANIC,Harrison,44,69
2014,MALE,WHITE NON HISPANIC,Chase,43,70
2014,MALE,WHITE NON HISPANIC,Connor,43,70
2014,MALE,WHITE NON HISPANIC,Vincent,43,70
2014,MALE,WHITE NON HISPANIC,Adrian,42,71
2014,MALE,WHITE NON HISPANIC,Ari,42,71
2014,MALE,WHITE NON HISPANIC,Austin,40,72
2014,MALE,WHITE NON HISPANIC,Cooper,40,72
2014,MALE,WHITE NON HISPANIC,Edward,40,72
2014,MALE,WHITE NON HISPANIC,Lipa,39,73
2014,MALE,WHITE NON HISPANIC,Yechiel,39,73
2014,MALE,WHITE NON HISPANIC,Dov,38,74
2014,MALE,WHITE NON HISPANIC,Mendel,38,74
2014,MALE,WHITE NON HISPANIC,Oscar,38,74
2014,MALE,WHITE NON HISPANIC,Shia,37,75
2014,MALE,WHITE NON HISPANIC,Colin,36,76
2014,MALE,WHITE NON HISPANIC,Leonardo,36,76
2014,MALE,WHITE NON HISPANIC,Israel,35,77
2014,MALE,WHITE NON HISPANIC,Jayden,35,77
2014,MALE,WHITE NON HISPANIC,Roman,35,77
2014,MALE,WHITE NON HISPANIC,Victor,35,77
2014,MALE,WHITE NON HISPANIC,Jordan,34,78
2014,MALE,WHITE NON HISPANIC,Tyler,34,78
2014,MALE,WHITE NON HISPANIC,Brandon,33,79
2014,MALE,WHITE NON HISPANIC,Elliot,33,79
2014,MALE,WHITE NON HISPANIC,Wyatt,33,79
2014,MALE,WHITE NON HISPANIC,Ahmed,32,80
2014,MALE,WHITE NON HISPANIC,Aidan,32,80
2014,MALE,WHITE NON HISPANIC,Elias,32,80
2014,MALE,WHITE NON HISPANIC,Felix,32,80
2014,MALE,WHITE NON HISPANIC,Giovanni,32,80
2014,MALE,WHITE NON HISPANIC,Leon,32,80
2014,MALE,WHITE NON HISPANIC,Nicolas,32,80
2014,MALE,WHITE NON HISPANIC,Sam,32,80
2014,MALE,WHITE NON HISPANIC,Cole,31,81
2014,MALE,WHITE NON HISPANIC,Joel,31,81
2014,MALE,WHITE NON HISPANIC,Grayson,30,82
2014,MALE,WHITE NON HISPANIC,Ian,30,82
2014,MALE,WHITE NON HISPANIC,Eric,29,83
2014,MALE,WHITE NON HISPANIC,Raphael,29,83
2014,MALE,WHITE NON HISPANIC,August,28,84
2014,MALE,WHITE NON HISPANIC,Caleb,28,84
2014,MALE,WHITE NON HISPANIC,Elijah,28,84
2014,MALE,WHITE NON HISPANIC,Philip,28,84
2014,MALE,WHITE NON HISPANIC,Alex,27,85
2014,MALE,WHITE NON HISPANIC,Amir,27,85
2014,MALE,WHITE NON HISPANIC,Avrohom,27,85
2014,MALE,WHITE NON HISPANIC,Dominic,27,85
2014,MALE,WHITE NON HISPANIC,Graham,27,85
2014,MALE,WHITE NON HISPANIC,Lukas,27,85
2014,MALE,WHITE NON HISPANIC,Parker,27,85
2014,MALE,WHITE NON HISPANIC,Sawyer,27,85
2014,MALE,WHITE NON HISPANIC,Steven,27,85
2014,MALE,WHITE NON HISPANIC,Timothy,27,85
2014,MALE,WHITE NON HISPANIC,Dovid,26,86
2014,MALE,WHITE NON HISPANIC,Lazer,26,86
2014,MALE,WHITE NON HISPANIC,Maxim,26,86
2014,MALE,WHITE NON HISPANIC,Tristan,26,86
2014,MALE,WHITE NON HISPANIC,Yehoshua,26,86
2014,MALE,WHITE NON HISPANIC,Arthur,25,87
2014,MALE,WHITE NON HISPANIC,Eliyahu,25,87
2014,MALE,WHITE NON HISPANIC,Paul,25,87
2014,MALE,WHITE NON HISPANIC,Xavier,25,87
2014,MALE,WHITE NON HISPANIC,Ariel,24,88
2014,MALE,WHITE NON HISPANIC,Cameron,24,88
2014,MALE,WHITE NON HISPANIC,Jasper,24,88
2014,MALE,WHITE NON HISPANIC,Justin,24,88
2014,MALE,WHITE NON HISPANIC,Luka,24,88
2014,MALE,WHITE NON HISPANIC,Youssef,24,88
2014,MALE,WHITE NON HISPANIC,Kai,23,89
2014,MALE,WHITE NON HISPANIC,Landon,23,89
2014,MALE,WHITE NON HISPANIC,Simcha,23,89
2014,MALE,WHITE NON HISPANIC,Akiva,22,90
2014,MALE,WHITE NON HISPANIC,Aryeh,22,90
2014,MALE,WHITE NON HISPANIC,Hugo,22,90
2014,MALE,WHITE NON HISPANIC,Matteo,22,90
2014,MALE,WHITE NON HISPANIC,Mohammed,22,90
2014,MALE,WHITE NON HISPANIC,Naftali,22,90
2014,MALE,WHITE NON HISPANIC,Antonio,21,91
2014,MALE,WHITE NON HISPANIC,Finn,21,91
2014,MALE,WHITE NON HISPANIC,Hershy,21,91
2014,MALE,WHITE NON HISPANIC,Moishe,21,91
2014,MALE,WHITE NON HISPANIC,Ronan,21,91
2014,MALE,WHITE NON HISPANIC,Bennett,20,92
2014,MALE,WHITE NON HISPANIC,Brody,20,92
2014,MALE,WHITE NON HISPANIC,Lorenzo,20,92
2014,MALE,WHITE NON HISPANIC,Marcus,20,92
2014,MALE,WHITE NON HISPANIC,Maximilian,20,92
2014,MALE,WHITE NON HISPANIC,Nolan,20,92
2014,MALE,WHITE NON HISPANIC,Rafael,20,92
2014,MALE,WHITE NON HISPANIC,Richard,20,92
2014,MALE,WHITE NON HISPANIC,Salvatore,20,92
2014,MALE,WHITE NON HISPANIC,Usher,20,92
2014,MALE,WHITE NON HISPANIC,Shane,19,93
2014,MALE,WHITE NON HISPANIC,Shlome,19,93
2014,MALE,WHITE NON HISPANIC,Shmiel,19,93
2014,MALE,WHITE NON HISPANIC,Blake,18,94
2014,MALE,WHITE NON HISPANIC,Brian,18,94
2014,MALE,WHITE NON HISPANIC,Hershel,18,94
2014,MALE,WHITE NON HISPANIC,Ibrahim,18,94
2014,MALE,WHITE NON HISPANIC,Lev,18,94
2014,MALE,WHITE NON HISPANIC,Louis,18,94
2014,MALE,WHITE NON HISPANIC,Spencer,18,94
2014,MALE,WHITE NON HISPANIC,Yousef,18,94
2014,MALE,WHITE NON HISPANIC,Albert,17,95
2014,MALE,WHITE NON HISPANIC,Gavriel,17,95
2014,MALE,WHITE NON HISPANIC,Kevin,17,95
2014,MALE,WHITE NON HISPANIC,Naftuli,17,95
2014,MALE,WHITE NON HISPANIC,Arlo,16,96
2014,MALE,WHITE NON HISPANIC,Baruch,16,96
2014,MALE,WHITE NON HISPANIC,Charlie,16,96
2014,MALE,WHITE NON HISPANIC,Duvid,16,96
2014,MALE,WHITE NON HISPANIC,Elimelech,16,96
2014,MALE,WHITE NON HISPANIC,Everett,16,96
2014,MALE,WHITE NON HISPANIC,Frederick,16,96
2014,MALE,WHITE NON HISPANIC,Griffin,16,96
2014,MALE,WHITE NON HISPANIC,Hamza,16,96
2014,MALE,WHITE NON HISPANIC,Maximus,16,96
2014,MALE,WHITE NON HISPANIC,Micah,16,96
2014,MALE,WHITE NON HISPANIC,Muhammad,16,96
2014,MALE,WHITE NON HISPANIC,Pinchas,16,96
2014,MALE,WHITE NON HISPANIC,Shloimy,16,96
2014,MALE,WHITE NON HISPANIC,Sholom,16,96
2014,MALE,WHITE NON HISPANIC,Yusuf,16,96
2014,MALE,WHITE NON HISPANIC,Ahmad,15,97
2014,MALE,WHITE NON HISPANIC,Cheskel,15,97
2014,MALE,WHITE NON HISPANIC,Francesco,15,97
2014,MALE,WHITE NON HISPANIC,Gregory,15,97
